trip_id,vendor_id,pickup_datetime,dropoff_datetime,store_and_fwd_flag,rate_code_id,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,pickup,dropoff,cab_type,precipitation,snow_depth,snowfall,max_temperature,min_temperature,average_wind_speed,pickup_nyct2010_gid,pickup_ctlabel,pickup_borocode,pickup_boroname,pickup_ct2010,pickup_boroct2010,pickup_cdeligibil,pickup_ntacode,pickup_ntaname,pickup_puma,dropoff_nyct2010_gid,dropoff_ctlabel,dropoff_borocode,dropoff_boroname,dropoff_ct2010,dropoff_boroct2010,dropoff_cdeligibil,dropoff_ntacode,dropoff_ntaname,dropoff_puma,10mbin
"18,128,061",2,07:43.0,39:37.0,N,1,-73.92133331,40.7666626,-73.95433044,40.67290115,1,8.21,28,0.5,0.5,0,0,,0.3,29.3,2,1,,,green,,,,32,17,,1385,63,4,Queens,6300,4006300,E,QN70,Astoria,4101,119,219,3,Brooklyn,21900,3021900,E,BK61,Crown Heights North,4006,00:00.0
"18,147,950",2,07:48.0,17:40.0,N,1,-73.96160889,40.71398544,-73.94197083,40.71329117,1,1.16,8,0.5,0.5,2.55,0,,0.3,11.85,1,1,,,green,,,,32,17,,885,551,3,Brooklyn,55100,3055100,E,BK73,North Side-South Side,4001,239,495,3,Brooklyn,49500,3049500,I,BK90,East Williamsburg,4001,00:00.0
"18,096,145",1,08:44.0,31:58.0,N,1,-73.93916321,40.84860992,-73.88998413,40.81830978,1,6.7,22.5,0.5,0.5,0,0,,0.3,23.8,4,1,,,green,,,,32,17,,1980,265,1,Manhattan,26500,1026500,E,MN36,Washington Heights South,3801,1451,93,2,Bronx,9300,2009300,E,BX27,Hunts Point,3710,00:00.0
"18,153,868",2,09:22.0,18:27.0,N,1,-73.97463226,40.67991638,-73.95546722,40.67488861,1,1.74,8.5,0.5,0.5,1.8,0,,0.3,11.6,1,1,,,green,,,,32,17,,1795,161,3,Brooklyn,16100,3016100,I,BK64,Prospect Heights,4006,121,221,3,Brooklyn,22100,3022100,E,BK61,Crown Heights North,4006,00:00.0
"18,187,757",2,09:22.0,11:07.0,N,1,-73.92209625,40.81890106,-73.91916656,40.8235054,1,0.37,3.5,0.5,0.5,0,0,,0.3,4.8,2,1,,,green,,,,32,17,,1568,65,2,Bronx,6500,2006500,E,BX34,Melrose South-Mott Haven North,3710,2129,173,2,Bronx,17300,2017300,E,BX14,East Concourse-Concourse Village,3708,00:00.0
"18,181,532",2,09:23.0,13:04.0,N,1,-73.95153809,40.7234993,-73.94022369,40.72605133,1,0.63,4.5,0.5,0.5,0,0,,0.3,5.8,2,1,,,green,,,,32,17,,275,569,3,Brooklyn,56900,3056900,I,BK76,Greenpoint,4001,287,593,3,Brooklyn,59300,3059300,E,BK76,Greenpoint,4001,00:00.0
"18,148,618",2,09:31.0,26:25.0,N,1,-73.92533875,40.76184082,-73.78882599,40.71350098,6,10.48,29.5,0.5,0.5,3,0,,0.3,33.8,1,1,,,green,,,,32,17,,1123,59,4,Queens,5900,4005900,I,QN70,Astoria,4101,1414,464,4,Queens,46400,4046400,I,QN06,Jamaica Estates-Holliswood,4106,00:00.0
"18,141,477",2,09:41.0,21:59.0,N,1,-73.80715179,40.69936752,-73.78897858,40.71971512,1,3.11,12,0.5,0.5,0,0,,0.3,13.3,1,1,,,green,,,,32,17,,1651,208,4,Queens,20800,4020800,E,QN61,Jamaica,4112,1415,1277,4,Queens,127700,4127700,I,QN06,Jamaica Estates-Holliswood,4106,00:00.0
"18,108,861",2,09:46.0,32:34.0,N,1,-73.99121857,40.6915741,-73.99329376,40.72198105,2,2.6,17,0.5,0.5,0,0,,0.3,18.3,2,1,,,green,,,,32,17,,2148,9,3,Brooklyn,900,3000900,I,BK09,Brooklyn Heights-Cobble Hill,4004,1473,36.01,1,Manhattan,3601,1003601,E,MN27,Chinatown,3809,00:00.0
"18,115,475",2,09:57.0,15:58.0,N,1,-73.94341278,40.69601822,-73.92014313,40.69740677,1,1.3,6.5,0.5,0.5,0,0,,0.3,7.8,2,1,,,green,,,,32,17,,1314,283,3,Brooklyn,28300,3028300,E,BK35,Stuyvesant Heights,4003,204,419,3,Brooklyn,41900,3041900,E,BK78,Bushwick South,4002,00:00.0
"18,145,206",1,00:21.0,11:16.0,N,1,-73.9825058,40.66563416,-73.9603653,40.63536453,2,3.5,12.5,0.5,0.5,2.76,0,,0.3,16.56,1,1,,,green,,,,42,31,,91,151,3,Brooklyn,15100,3015100,I,BK37,Park Slope-Gowanus,4005,332,764,3,Brooklyn,76400,3076400,I,BK42,Flatbush,4015,00:00.0
"18,115,787",2,00:50.0,25:59.0,N,1,-73.86907196,40.73329544,-73.91522217,40.84599304,2,11.14,33.5,0.5,0.5,0,0,,0.3,34.8,1,1,,,green,,,,42,31,,1335,683,4,Queens,68300,4068300,E,QN29,Elmhurst,4107,1059,217,2,Bronx,21700,2021700,E,BX36,University Heights-Morris Heights,3707,00:00.0
"18,114,743",2,01:09.0,15:04.0,N,1,-73.95993805,40.71778488,-73.92857361,40.70228577,1,2.61,11.5,0.5,0.5,2.4,0,,0.3,15.2,1,1,,,green,,,,42,31,,1215,555,3,Brooklyn,55500,3055500,I,BK73,North Side-South Side,4001,1857,425,3,Brooklyn,42500,3042500,E,BK78,Bushwick South,4002,00:00.0
"18,124,637",2,01:14.0,36:23.0,N,1,-73.96672821,40.68347168,-73.91521454,40.83722687,2,14.88,45,0.5,0.5,0,5.33,,0.3,51.63,1,1,,,green,,,,42,31,,890,199,3,Brooklyn,19900,3019900,I,BK69,Clinton Hill,4004,471,221.02,2,Bronx,22102,2022102,E,BX63,West Concourse,3708,00:00.0
"18,092,919",2,01:20.0,05:07.0,N,1,-73.94359589,40.82063293,-73.94884491,40.80846024,1,0.87,5,0.5,0.5,0,0,,0.3,6.3,2,1,,,green,,,,42,31,,1396,259,1,Manhattan,25900,1025900,E,MN03,Central Harlem North-Polo Grounds,3803,1646,222,1,Manhattan,22200,1022200,E,MN11,Central Harlem South,3803,00:00.0
"18,164,456",2,01:25.0,10:45.0,N,1,-73.95159912,40.7151413,-73.94841766,40.72457886,1,0.87,7.5,0.5,0.5,1.6,0,,0.3,10.4,1,1,,,green,,,,42,31,,1602,501,3,Brooklyn,50100,3050100,I,BK90,East Williamsburg,4001,277,571,3,Brooklyn,57100,3057100,E,BK76,Greenpoint,4001,00:00.0
"18,158,425",2,01:35.0,09:43.0,N,1,-73.91471863,40.76381302,-73.91883087,40.77859116,1,1.33,7.5,0.5,0.5,0,0,,0.3,8.8,1,1,,,green,,,,42,31,,583,147,4,Queens,14700,4014700,I,QN70,Astoria,4101,559,101,4,Queens,10100,4010100,I,QN72,Steinway,4101,00:00.0
"18,149,203",2,02:03.0,20:25.0,N,1,-73.92307281,40.75562668,-73.86405182,40.75255966,1,4.11,16,0.5,0.5,0,0,,0.3,17.3,2,1,,,green,,,,42,31,,1122,57,4,Queens,5700,4005700,E,QN70,Astoria,4101,1280,405,4,Queens,40500,4040500,E,QN26,North Corona,4102,00:00.0
"18,110,873",2,02:16.0,06:23.0,N,1,-73.95760345,40.71789551,-73.94877625,40.72734833,1,0.89,5,0.5,0.5,0,0,,0.3,6.3,2,1,,,green,,,,42,31,,267,553,3,Brooklyn,55300,3055300,E,BK73,North Side-South Side,4001,279,573,3,Brooklyn,57300,3057300,I,BK76,Greenpoint,4001,00:00.0
"18,123,130",2,02:18.0,29:18.0,N,1,-73.90628052,40.77275085,,,1,7.94,26,0.5,0.5,0,0,,0.3,27.3,2,1,,,green,,,,42,31,,572,119,4,Queens,11900,4011900,E,QN72,Steinway,4101,,,,,,,,,,,00:00.0
"18,142,333",2,02:18.0,22:48.0,N,1,-73.97653961,40.68265915,-73.93576813,40.69684219,1,3.82,16.5,0.5,0.5,2,0,,0.3,19.8,1,1,,,green,,,,42,31,,1831,129.01,3,Brooklyn,12901,3012901,I,BK37,Park Slope-Gowanus,4005,2090,287,3,Brooklyn,28700,3028700,E,BK35,Stuyvesant Heights,4003,00:00.0
"18,156,497",2,02:22.0,15:13.0,N,1,-73.9390564,40.84407043,-73.97563934,40.78662109,1,5.67,18,0.5,0.5,0,0,,0.3,19.3,1,1,,,green,,,,42,31,,46,253,1,Manhattan,25300,1025300,E,MN36,Washington Heights South,3801,904,169,1,Manhattan,16900,1016900,I,MN12,Upper West Side,3806,00:00.0
"18,170,177",2,02:39.0,03:10.0,N,1,-73.91000366,40.76965332,-73.91074371,40.76911163,2,0.05,2.5,0.5,0.5,0,0,,0.3,3.8,2,1,,,green,,,,42,31,,570,117,4,Queens,11700,4011700,I,QN72,Steinway,4101,1517,125,4,Queens,12500,4012500,I,QN72,Steinway,4101,00:00.0
"18,097,920",1,03:04.0,47:18.0,N,1,-73.99971771,40.67751312,-73.94885254,40.81515884,1,13.4,43.5,0.5,0.5,8,0,,0.3,52.8,1,1,,,green,,,,42,31,,63,65,3,Brooklyn,6500,3006500,I,BK33,Carroll Gardens-Columbia Street-Red Hook,4005,1411,215,1,Manhattan,21500,1021500,E,MN03,Central Harlem North-Polo Grounds,3803,00:00.0
"18,185,932",1,03:04.0,04:52.0,N,1,-73.94554901,40.79026413,-73.93977356,40.79421616,1,0.5,4,0.5,0.5,0,0,,0.3,5.3,2,1,,,green,,,,42,31,,1318,170,1,Manhattan,17000,1017000,E,MN33,East Harlem South,3804,1828,180,1,Manhattan,18000,1018000,E,MN34,East Harlem North,3804,00:00.0
"18,137,957",2,03:25.0,10:29.0,N,1,-73.86536407,40.73590851,-73.81520844,40.71854019,5,3.8,12.5,0.5,0.5,0,0,,0.3,13.8,2,1,,,green,,,,42,31,,1219,455,4,Queens,45500,4045500,E,QN25,Corona,4107,756,779.04,4,Queens,77904,4077904,I,QN37,Kew Gardens Hills,4106,00:00.0
"18,189,443",2,03:32.0,14:51.0,N,1,-73.97961426,40.68230438,-73.95358276,40.66212463,1,2.29,10.5,0.5,0.5,2.75,0,,0.3,14.55,1,1,,,green,,,,42,31,,1831,129.01,3,Brooklyn,12901,3012901,I,BK37,Park Slope-Gowanus,4005,341,800,3,Brooklyn,80000,3080000,I,BK60,Prospect Lefferts Gardens-Wingate,4011,00:00.0
"18,184,889",2,03:38.0,30:01.0,N,1,-73.95648956,40.71326065,-73.97840881,40.72866058,1,2.69,17.5,0.5,0.5,4.5,0,,0.3,23.3,1,1,,,green,,,,42,31,,1137,519,3,Brooklyn,51900,3051900,I,BK73,North Side-South Side,4001,2157,28,1,Manhattan,2800,1002800,E,MN28,Lower East Side,3809,00:00.0
"18,108,354",2,03:40.0,13:01.0,N,5,-73.92081451,40.83455658,-73.90621185,40.85830307,2,2.23,8,0,0,0,0,,0,8,2,2,,,green,,,,42,31,,2045,197,2,Bronx,19700,2019700,E,BX63,West Concourse,3708,1405,251,2,Bronx,25100,2025100,E,BX36,University Heights-Morris Heights,3707,00:00.0
"18,176,838",2,04:08.0,23:08.0,N,1,-73.94803619,40.66683197,-73.94944763,40.7146225,1,3.47,16,0.5,0.5,3,0,,0.3,20.3,1,1,,,green,,,,42,31,,1810,319,3,Brooklyn,31900,3031900,E,BK63,Crown Heights South,4011,1602,501,3,Brooklyn,50100,3050100,I,BK90,East Williamsburg,4001,00:00.0
"18,154,550",2,04:47.0,08:34.0,N,1,-73.96646881,40.80438614,-73.96051788,40.81069565,5,0.78,5,0.5,0.5,1.1,0,,0.3,7.4,1,1,,,green,,,,42,31,,1839,199,1,Manhattan,19900,1019900,I,MN09,Morningside Heights,3802,908,203,1,Manhattan,20300,1020300,E,MN09,Morningside Heights,3802,00:00.0
"18,092,955",2,04:51.0,07:16.0,N,1,-73.94762421,40.79613113,-73.93789673,40.80457687,1,0.87,4.5,0.5,0.5,0,0,,0.3,5.8,2,1,,,green,,,,42,31,,1400,174.01,1,Manhattan,17401,1017401,E,MN33,East Harlem South,3804,1769,196,1,Manhattan,19600,1019600,E,MN34,East Harlem North,3804,00:00.0
"18,129,280",2,06:08.0,11:27.0,N,1,-73.9147644,40.81829071,-73.92971039,40.81306458,1,1.13,6,0.5,0.5,0,0,,0.3,7.3,2,1,,,green,,,,42,31,,1616,67,2,Bronx,6700,2006700,E,BX34,Melrose South-Mott Haven North,3710,1934,51,2,Bronx,5100,2005100,E,BX39,Mott Haven-Port Morris,3710,00:00.0
"18,187,284",2,06:15.0,36:23.0,N,5,-73.98087311,40.68870926,-73.94282532,40.60010147,2,6.72,30,0,0,0,0,,0,30,2,2,,,green,,,,42,31,,1465,37,3,Brooklyn,3700,3003700,I,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,276,570,3,Brooklyn,57000,3057000,I,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,4016,00:00.0
"18,096,072",2,06:21.0,15:38.0,N,1,-73.81744385,40.70634842,-73.79218292,40.68058395,1,3.53,12.5,0.5,0.5,0,0,,0.3,13.8,2,1,,,green,,,,42,31,,1941,214,4,Queens,21400,4021400,E,QN35,Briarwood-Jamaica Hills,4106,597,184.02,4,Queens,18402,4018402,I,QN76,Baisley Park,4112,00:00.0
"18,149,420",2,07:00.0,23:47.0,N,1,-73.91733551,40.75816727,-73.9552536,40.72459793,1,3.88,15.5,0.5,0.5,4,0,,0.3,20.8,1,1,,,green,,,,42,31,,1131,159,4,Queens,15900,4015900,E,QN70,Astoria,4101,1013,561,3,Brooklyn,56100,3056100,I,BK76,Greenpoint,4001,00:00.0
"18,159,662",2,07:02.0,15:05.0,N,1,-73.89081573,40.74647903,-73.86819458,40.76414871,1,3.77,12.5,0.5,0.5,0,0,,0.3,13.8,2,1,,,green,,,,42,31,,813,267,4,Queens,26700,4026700,E,QN29,Elmhurst,4107,638,367,4,Queens,36700,4036700,E,QN27,East Elmhurst,4102,00:00.0
"18,096,097",2,07:10.0,11:31.0,N,1,-73.91242218,40.75588608,-73.90380096,40.74567032,2,1.04,5.5,0.5,0.5,0,0,,0.3,6.8,2,1,,,green,,,,42,31,,1971,163,4,Queens,16300,4016300,E,QN70,Astoria,4101,607,259,4,Queens,25900,4025900,E,QN63,Woodside,4109,00:00.0
"18,101,883",1,07:37.0,12:06.0,N,1,-73.95082855,40.71102524,-73.96284485,40.71018219,1,0.7,5,0.5,0.5,0,0,,0.3,6.3,2,1,,,green,,,,42,31,,1051,513,3,Brooklyn,51300,3051300,E,BK73,North Side-South Side,4001,1604,549,3,Brooklyn,54900,3054900,E,BK73,North Side-South Side,4001,00:00.0
"18,112,178",2,07:38.0,13:17.0,N,1,-73.86935425,40.74889374,-73.86778259,40.7394104,1,0.85,5.5,0.5,0.5,1.2,0,,0.3,8,1,1,,,green,,,,42,31,,663,465,4,Queens,46500,4046500,E,QN29,Elmhurst,4107,660,459,4,Queens,45900,4045900,I,QN29,Elmhurst,4107,00:00.0
"18,108,467",1,07:54.0,13:06.0,N,1,-73.91148376,40.74446487,-73.88404083,40.74347305,1,1.6,6.5,0.5,0.5,0,0,,0.3,7.8,2,1,,,green,,,,42,31,,2073,251,4,Queens,25100,4025100,E,QN63,Woodside,4109,667,481,4,Queens,48100,4048100,E,QN29,Elmhurst,4107,00:00.0
"18,145,549",1,07:54.0,20:54.0,N,1,-73.94670868,40.68889999,-73.95859528,40.66892242,2,2.2,11,0.5,0.5,2.45,0,,0.3,14.75,1,1,,,green,,,,42,31,,148,263,3,Brooklyn,26300,3026300,E,BK75,Bedford,4003,2052,325,3,Brooklyn,32500,3032500,E,BK63,Crown Heights South,4011,00:00.0
"18,121,826",1,07:58.0,21:52.0,N,1,-73.96524048,40.68542862,-73.96244049,40.71962357,1,2.9,12.5,0.5,0.5,0,0,,0.3,13.8,2,1,,,green,,,,42,31,,111,201,3,Brooklyn,20100,3020100,I,BK69,Clinton Hill,4004,1215,555,3,Brooklyn,55500,3055500,I,BK73,North Side-South Side,4001,00:00.0
"18,145,978",1,07:59.0,13:01.0,N,1,-73.96165466,40.71615982,-73.95783997,40.73152542,1,1.2,6,0.5,0.5,1.8,0,,0.3,9.1,1,1,,,green,,,,42,31,,267,553,3,Brooklyn,55300,3055300,E,BK73,North Side-South Side,4001,272,565,3,Brooklyn,56500,3056500,I,BK76,Greenpoint,4001,00:00.0
"18,172,646",2,08:10.0,32:14.0,N,1,-73.9552536,40.72275543,-73.89126587,40.69899368,1,4.96,19.5,0.5,0.5,4,0,,0,24.5,1,1,,,green,,,,42,31,,1100,557,3,Brooklyn,55700,3055700,E,BK73,North Side-South Side,4001,706,577,4,Queens,57700,4057700,E,QN19,Glendale,4110,00:00.0
"18,108,907",2,08:30.0,28:20.0,N,1,-73.99172211,40.6947937,-73.9332962,40.69271469,1,4.72,17.5,0.5,0.5,3.6,0,,0.3,22.4,1,1,,,green,,,,42,31,,2148,9,3,Brooklyn,900,3000900,I,BK09,Brooklyn Heights-Cobble Hill,4004,2091,289,3,Brooklyn,28900,3028900,E,BK35,Stuyvesant Heights,4003,00:00.0
"18,108,685",2,08:39.0,25:20.0,N,1,-73.95269012,40.7425766,-73.88978577,40.75320435,3,3.62,15,0.5,0.5,3.7,0,,0.3,20,1,1,,,green,,,,42,31,,2082,7,4,Queens,700,4000700,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,625,287,4,Queens,28700,4028700,E,QN28,Jackson Heights,4102,00:00.0
"18,131,894",1,08:59.0,14:42.0,N,1,-73.83258057,40.71544647,-73.81594086,40.70061493,1,1.6,7.5,0.5,0.5,0,0,,0,8.5,2,1,,,green,,,,42,31,,2072,757.01,4,Queens,75701,4075701,I,QN17,Forest Hills,4108,1961,142.02,4,Queens,14202,4014202,E,QN54,Richmond Hill,4111,00:00.0
"18,193,048",2,09:06.0,27:48.0,N,1,-73.95272827,40.72316742,-74.01026917,40.71513367,1,5.72,20,0.5,0.5,4.1,0,,0.3,25.4,1,1,,,green,,,,42,31,,275,569,3,Brooklyn,56900,3056900,I,BK76,Greenpoint,4001,2095,21,1,Manhattan,2100,1002100,I,MN24,SoHo-TriBeCa-Civic Center-Little Italy,3810,00:00.0
"18,141,458",2,09:10.0,19:54.0,N,1,-73.80690765,40.69935989,-73.81491852,40.72644043,1,2.55,10,0.5,0.5,0,0,,0.3,11.3,1,1,,,green,,,,42,31,,1651,208,4,Queens,20800,4020800,E,QN61,Jamaica,4112,1601,779.08,4,Queens,77908,4077908,E,QN37,Kew Gardens Hills,4106,00:00.0
"18,141,438",2,09:59.0,14:22.0,N,1,-73.80760193,40.70028687,-73.80699158,40.69033051,1,0.93,5.5,0.5,0.5,0,0,,0.3,6.8,2,1,,,green,,,,42,31,,1651,208,4,Queens,20800,4020800,E,QN61,Jamaica,4112,1716,198,4,Queens,19800,4019800,E,QN01,South Jamaica,4112,00:00.0
"18,135,306",1,00:28.0,06:23.0,N,1,-73.88317108,40.75578308,-73.90705109,40.75855637,1,1.6,7,0.5,0.5,0,0,,0.3,8.3,2,1,,,green,,,,42,36,,621,281,4,Queens,28100,4028100,I,QN28,Jackson Heights,4102,1261,295,4,Queens,29500,4029500,I,QN63,Woodside,4109,00:00.0
"18,182,390",2,00:53.0,14:38.0,N,1,-73.8842926,40.74766541,-73.85585785,40.74365616,1,2.34,11,0.5,0.5,0,0,,0.3,12.3,2,1,,,green,,,,42,36,,623,283,4,Queens,28300,4028300,E,QN28,Jackson Heights,4102,1995,427,4,Queens,42700,4042700,E,QN25,Corona,4107,00:00.0
"18,125,703",2,00:55.0,17:01.0,N,1,-73.95722198,40.72251129,-73.98600769,40.68817139,1,4.34,16.5,0.5,0.5,3.4,0,,0.3,21.2,1,1,,,green,,,,42,36,,1100,557,3,Brooklyn,55700,3055700,E,BK73,North Side-South Side,4001,56,41,3,Brooklyn,4100,3004100,I,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,00:00.0
"18,098,728",2,00:56.0,04:55.0,N,1,-73.95882416,40.65080261,-73.96178436,40.66755676,4,0.99,5.5,0.5,0.5,0,0,,0.3,6.8,2,1,,,green,,,,42,36,,246,508.01,3,Brooklyn,50801,3050801,E,BK42,Flatbush,4015,1747,177,3,Brooklyn,17700,3017700,I,BK99,park-cemetery-etc-Brooklyn,4005,00:00.0
"18,166,060",2,01:42.0,04:32.0,N,5,-73.93927002,40.79499817,-73.94591522,40.78199387,2,1.06,8,0,0,0,0,,0,8,1,2,,,green,,,,42,36,,1828,180,1,Manhattan,18000,1018000,E,MN34,East Harlem North,3804,31,154,1,Manhattan,15400,1015400,I,MN32,Yorkville,3805,00:00.0
"18,172,969",2,01:51.0,05:26.0,N,1,-73.9240799,40.75265121,-73.90399933,40.7541008,1,1.21,5.5,0.5,0.5,0,0,,0.3,6.8,2,1,,,green,,,,42,36,,1130,157,4,Queens,15700,4015700,E,QN70,Astoria,4101,1297,297,4,Queens,29700,4029700,E,QN63,Woodside,4109,00:00.0
"18,154,919",2,01:53.0,17:28.0,N,5,-73.92961121,40.81179428,-73.87627411,40.87582016,1,8.74,10,0,0,0,0,,0,10,2,2,,,green,,,,42,36,,1934,51,2,Bronx,5100,2005100,E,BX39,Mott Haven-Port Morris,3710,522,423,2,Bronx,42300,2042300,E,BX43,Norwood,3706,00:00.0
"18,122,156",2,03:00.0,40:18.0,N,1,-73.94343567,40.6730957,-73.88393402,40.63256836,1,6.9,29,0.5,0.5,0,0,,0.3,30.3,2,1,,,green,,,,42,36,,186,341,3,Brooklyn,34100,3034100,E,BK61,Crown Heights North,4006,1449,1034,3,Brooklyn,103400,3103400,E,BK50,Canarsie,4009,00:00.0
"18,107,319",2,03:13.0,14:38.0,N,1,-73.92796326,40.70552826,-73.96337128,40.71029663,1,2.48,10.5,0.5,0.5,2.2,0,,0.3,14,1,1,,,green,,,,42,36,,1833,453,3,Brooklyn,45300,3045300,E,BK77,Bushwick North,4002,1604,549,3,Brooklyn,54900,3054900,E,BK73,North Side-South Side,4001,00:00.0
"18,130,355",1,03:37.0,08:33.0,N,1,-73.97598267,40.68693542,-73.98324585,40.69990158,1,1.1,6,0.5,0.5,0,0,,0.3,7.3,2,1,,,green,,,,42,36,,1796,35,3,Brooklyn,3500,3003500,I,BK68,Fort Greene,4004,2022,23,3,Brooklyn,2300,3002300,E,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,00:00.0
"18,101,942",2,03:43.0,08:58.0,N,1,-73.94731903,40.69563675,-73.96352386,40.69577026,1,0.93,5.5,0.5,0.5,0,0,,0,6.5,2,1,,,green,,,,42,36,,1070,257,3,Brooklyn,25700,3025700,E,BK75,Bedford,4003,2041,191,3,Brooklyn,19100,3019100,E,BK69,Clinton Hill,4004,00:00.0
"18,131,721",2,03:50.0,07:13.0,N,1,-73.96828461,40.69324875,-73.96121979,40.68875122,1,0.58,4.5,0.5,0.5,0,0,,0.3,5.8,2,1,,,green,,,,42,36,,2041,191,3,Brooklyn,19100,3019100,E,BK69,Clinton Hill,4004,2155,193,3,Brooklyn,19300,3019300,E,BK69,Clinton Hill,4004,00:00.0
"18,183,266",1,04:26.0,06:28.0,N,1,-73.90556335,40.84931564,-73.91017914,40.85205078,1,0.3,3.5,0.5,0.5,0,0,,0.3,4.8,3,1,,,green,,,,42,36,,831,235.02,2,Bronx,23502,2023502,E,BX41,Mount Hope,3707,479,243,2,Bronx,24300,2024300,E,BX36,University Heights-Morris Heights,3707,00:00.0
"18,133,544",2,06:45.0,14:33.0,N,1,-73.96794891,40.6894989,-73.99008179,40.71806335,1,3.05,10.5,0.5,0.5,1.32,0,,0,12.82,1,1,,,green,,,,42,36,,107,195,3,Brooklyn,19500,3019500,E,BK69,Clinton Hill,4004,1475,18,1,Manhattan,1800,1001800,E,MN27,Chinatown,3809,00:00.0
"18,114,760",2,07:05.0,12:46.0,N,1,-73.96109772,40.71897507,-73.95584106,40.72169876,5,0.6,5.5,0.5,0.5,0,0,,0.3,6.8,2,1,,,green,,,,42,36,,1215,555,3,Brooklyn,55500,3055500,I,BK73,North Side-South Side,4001,1100,557,3,Brooklyn,55700,3055700,E,BK73,North Side-South Side,4001,00:00.0
"18,137,113",2,07:36.0,10:41.0,N,1,-73.94446564,40.71467209,-73.94635773,40.70847321,2,0.61,4.5,0.5,0.5,2,0,,0.3,7.8,1,1,,,green,,,,42,36,,1044,497,3,Brooklyn,49700,3049700,E,BK90,East Williamsburg,4001,244,505,3,Brooklyn,50500,3050500,E,BK90,East Williamsburg,4001,00:00.0
"18,095,057",2,08:12.0,26:04.0,N,1,-73.97756195,40.68688202,-73.91902924,40.74211121,1,6.88,21.5,0.5,0.5,5.5,0,,0.3,28.3,1,1,,,green,,,,42,36,,1796,35,3,Brooklyn,3500,3003500,I,BK68,Fort Greene,4004,2066,183,4,Queens,18300,4018300,I,QN31,Hunters Point-Sunnyside-West Maspeth,4109,00:00.0
"18,100,988",2,08:28.0,17:20.0,N,1,-73.96212769,40.71323013,-73.93862152,40.70428467,1,1.9,8.5,0.5,0.5,1.8,0,,0.3,11.6,1,1,,,green,,,,42,36,,885,551,3,Brooklyn,55100,3055100,E,BK73,North Side-South Side,4001,1834,485,3,Brooklyn,48500,3048500,E,BK78,Bushwick South,4002,00:00.0
"18,172,085",2,08:38.0,22:37.0,N,1,-73.96115875,40.67139816,-74.00205994,40.71929932,1,4.23,15.5,0.5,0.5,3.2,0,,0.3,20,1,1,,,green,,,,42,36,,947,217,3,Brooklyn,21700,3021700,E,BK61,Crown Heights North,4006,1807,33,1,Manhattan,3300,1003300,I,MN24,SoHo-TriBeCa-Civic Center-Little Italy,3810,00:00.0
"18,156,294",2,08:39.0,35:28.0,N,1,-73.9552002,40.8046608,-73.98538208,40.69036102,1,12.05,36,0.5,0.5,5,0,,0.3,42.3,1,1,,,green,,,,42,36,,38,201.02,1,Manhattan,20102,1020102,E,MN11,Central Harlem South,3803,1465,37,3,Brooklyn,3700,3003700,I,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4004,00:00.0
"18,120,960",1,08:45.0,25:01.0,N,1,-73.94632721,40.80066681,-73.93354034,40.85432434,2,4.3,16,0.5,0.5,0,0,,0.3,17.3,2,1,,,green,,,,42,36,,35,184,1,Manhattan,18400,1018400,E,MN34,East Harlem North,3804,965,279,1,Manhattan,27900,1027900,E,MN35,Washington Heights North,3801,00:00.0
"18,168,239",2,08:59.0,14:36.0,N,1,-73.95515442,40.80433273,-73.93915558,40.79252625,1,1.44,6.5,0.5,0.5,1,0,,0.3,8.8,1,1,,,green,,,,42,36,,40,218,1,Manhattan,21800,1021800,E,MN11,Central Harlem South,3803,1828,180,1,Manhattan,18000,1018000,E,MN34,East Harlem North,3804,00:00.0
"18,117,815",2,09:00.0,14:03.0,N,1,-74.00445557,40.65449905,-73.99552917,40.64624405,1,1.08,6,0.5,0.5,0,0,,0.3,7.3,2,1,,,green,,,,42,36,,1632,84,3,Brooklyn,8400,3008400,E,BK32,Sunset Park West,4012,966,90,3,Brooklyn,9000,3009000,E,BK34,Sunset Park East,4012,00:00.0
"18,091,103",2,00:30.0,06:14.0,N,1,-73.96400452,40.71620941,-73.95233917,40.7065506,1,1.23,6.5,0.5,0.5,0,0,,0.3,7.8,1,1,,,green,,,,40,32,,1215,555,3,Brooklyn,55500,3055500,I,BK73,North Side-South Side,4001,1048,527,3,Brooklyn,52700,3052700,E,BK73,North Side-South Side,4001,00:00.0
"18,144,600",2,01:32.0,10:43.0,N,1,-73.94837952,40.80383301,-73.95231628,40.82674026,1,2.24,9.5,0.5,0.5,3,0,,0,13.5,1,1,,,green,,,,40,32,,41,220,1,Manhattan,22000,1022000,E,MN11,Central Harlem South,3803,42,229,1,Manhattan,22900,1022900,E,MN04,Hamilton Heights,3802,00:00.0
